"website","url","title","description","location","company","experience","worktype","industry","function","publish_date","insert_date"
linkedin,https://es.linkedin.com/jobs/view/t%C3%A9cnico-de-campo-at-agr%C3%ADcola-el-bosque-s-l-2548556476,Técnico de campo,"TÉCNICO AGRÍCOLA CULTIVO BERRIESBuscamos un Técnico de Campo Agrícola para que se integre en la estructura de nuestra empresa y trabaje dentro de un equipo técnico definido, según las directrices de un Director Técnico.Oportunidad de carrera y desarrollo profesional. ATRIBUCIONESSeguimiento técnico de producción y cultivo intensivo de Berries, expansión a otras zonas productivas e integración de nuevas variedades en el sistema productivoRedacción, desarrollo y seguimiento de proyectos técnicos de ampliación o mejora de carácter agronómicoDesarrollar tareas específicas por fincas del departamento técnico según directrices del director técnicoSupervisión de seguridad laboral y alimentaria REQUISITOS MINIMOSFlexibilidad horariaAl menos 3 años de experiencia como Técnico de CampoCarnet de conducir y disponibilidad inmediata",Huelva y alrededores,Agrícola El Bosque S.L.,,Jornada completa,,,2021-05-18 12:35:46,2021-05-18 12:00:00
linkedin,https://es.linkedin.com/jobs/view/t%C3%A9cnico-de-sistemas-inform%C3%A1ticos-at-cegos-talent-2555015952,TÉCNICO DE SISTEMAS INFORMÁTICOS ,"Punt Sistemes es una empresa especialista en la implantación de sistemas de gestión empresarial y consultoría, cuenta con el mejor software y hardware del mercado, además de una amplia plantilla de profesionales.Después de casi 30 años pueden decir que la calidad es su seña de identidad en las soluciones que ofrecen. Trabajan con las marcas líderes del mercado, mejoran cualquier aplicación adaptándola a las necesidades específicas, fidelizando clientes y se implican en cada proyecto. Su futuro es continuar siendo el apoyo de las empresas y un referente en el sector, para ello necesitan incorporar a su equipo a un/a: TÉCNICO DE SISTEMAS INFORMÁTICOS (L2)Su misión será apoyar al departamento de Sistemas en la Instalación, gestión, administración, configuración e integración de soluciones informáticas y desarrollo de herramientas para conseguir los objetivos del departamento y de la organización. Funciones:Administración de sistemas de la infraestructura interna y de clientes tanto de escritorio como servidor.Tareas de mantenimiento y ciclo de vida de los sistemas.Identificación y resolución de incidentes de segundo nivel.Gestión y documentación de tickets de soporte técnico.Asistencia en resolución de problemas a los técnicos de primer nivel.Administración de base de datos. Administración de equipamiento de red.Gestión de herramientas de backup.Gestión de herramientas de monitorización.Gestión de herramientas de seguridad.Automatización de tareas repetitivas para mejorar la operativa y eficiencia de los sistemas.Integración de soluciones de diferentes fabricantes.Generar la documentación técnica con la calidad adecuada para el trabajo de equipo. Se requiere:Titulación Universitaria: Ingeniería Informática o carreras afinesConocimientos en LPIC-2 / MTCNA / CCNA / GCP o AWS / ITIL / Metodologías Agile: Kanba, ScrumExperiencia demostrable en Server GNU/LINUX / Infraestructuras en la nube: AWS y/o Google Cloud Platform / UTM/Firewall/CloudAVInglés: C1Habilidades comunicativas (verbales y escritas)ProactividadPlanificación y organizaciónOrientación al cliente Se ofrece:Proyecto estable en importante empresa sólida en su sectorPosibilidades de crecimiento y desarrollo. Participar y crear proyectos de envergadura Organización orientada a las personas","Paterna, Comunidad Valenciana / Comunitat Valenciana, España",Cegos Talent,Algo de responsabilidad,Jornada completa,"Equipos informáticos,Servicios y tecnologías de la información ","Tecnología de la información,Ingeniería",2021-05-18 12:34:52,2021-05-18 12:00:00
linkedin,https://es.linkedin.com/jobs/view/bid-manager-at-oracle-2555017324,Bid Manager,"Oracle is leading the digital revolution. We are empowering nearly half a million businesses across the globe to turn untapped potential into real business value. You will connect the biggest enterprises of today with the tools to compete in the digital economy of tomorrow. Oracle Cloud Infrastructure has reimagined cloud for the most important enterprise applications. It runs with a Generation 2 offering and provides consistent high performance and unmatched governance and security controls across all Cloud Services from Oracle such as Autonomous and Cloud at Customer. Autonomous Database is the world’s first autonomous data management in the cloud to deliver automated patching, upgrades, and tuning—including performing all routine database maintenance tasks while the system is running—without human intervention. This new autonomous database is self-driving, self-securing, and self-repairing, which helps to eliminate manual database management and human errors. Oracle Database Exadata Cloud Service provides full Oracle Databases hosted on Oracle Exadata Database Machine. Exadata Cloud Service is offered on Oracle Cloud, using state-of-the-art Oracle-managed data centers. Whilst Oracle Database Exadata Cloud at Customer delivers the world’s most advanced database cloud to customers who require their databases to be located on premises. Oracle Gen 2 Exadata Cloud at Customer uniquely combines the world’s #1 database technology and Oracle Exadata, the most powerful database platform, with the simplicity, agility, and elasticity of a cloud-based deployment. It is identical to Oracle Database Exadata Cloud Service, but located in customers’ own data centers and managed by Oracle Cloud experts. If you are looking to take the next step in your career by offering great effective, efficient, and commercially viable solutions to your clients, then one of our Tech Cloud sales roles could be your springboard to success.We have exciting new opportunities opening up working with Oracle’s Cloud sales teams. So if you are passionate, entrepreneurial, innovative, and believe in being consultative and having fun whilst you work, then this could be the perfect opportunity for you.Having a sense of humor in what can be a pressure environment helps, and the rewards for your contribution include a compensation and benefits package and a continuous training program in a structured environment that are world class. POSITION DESCRIPTIONWe are looking for an experienced Bid Manager / Senior Bid Manager to join our Business Value team. Our team consists of high caliber professionals hired directly from Industry or leading consultancy firms that help our largest and most strategic clients define and address their most complex technological and business challenges. You will need to be an enthusiastic, organized and previously successful Bid Manager. As a leading Cloud provider, we are looking for someone from a similar background who has delivered complex IT/Tech bids from cradle to grave to large Clients or Public Sector. You will work toward fixed deadlines with teams from across Oracle on multiple projects and bids, across a selected set of clients. Key ResponsibilitiesResponsible for delivering bids, confidently, to multiple clients, under pressure and to fixed deadlinesDevelop bid plans in liaison with the sales team and solution owner and be responsible for managing them through to conclusionWrite and edit/review customer proposal documents – working with the central proposal management teamWorking in a corporate environment and within a team, being able to matrix manage a team of subject matter experts, including technology, business process, commercial and legal experts and provide sales process advice & guidance when required Essential Skills Demonstrable Bid Management experience, working across all stages of the entire bid process with a successful record of accomplishment, winning bids in a competitive market Demonstrable experience of complex bids for a technology organizationPrevious experience within Bid Management roles for opportunities in excess of £5m with team size in excess of 10Highly competent in use of MS Office toolsExperienced user of project planning software e.g. MS ProjectDemonstrate a sales orientation with an understanding of bid management best practiceExperience with bidding bespoke IT solutions, with an ability to think outside of the boxExperience of working with senior level management in a large corporate environment Fluent Spanish and English required , other european languages would be a plus Desirable Skills Member of Bid Management professional body e.g. Association of Proposal Management Professionals (APMP)Experience of Shipley bid management best practiceFrench would be highly desirableA career at Oracle is defined by you. We give you the freedom—and the skills—to write your own success story. Whatever avenue you go down, you’ll gain priceless learning experiences and be supported to do your best work. ","Comunidad de Madrid, España",Oracle,Intermedio,Jornada completa,Servicios y tecnologías de la información ,"Ventas,Desarrollo empresarial,Gestión de proyectos",2021-05-18 12:32:59,2021-05-18 12:00:00
linkedin,https://es.linkedin.com/jobs/view/vodafone-personal-de-tienda-gipuzkoa-at-red-chain-2555019325,Vodafone - Personal de tienda Gipuzkoa,"Somos Red Chain, Distribuidor Oficial líder en comercialización de servicios y productos Vodafone con fuerte implantación a nivel nacional a través de nuestros 65 puntos de venta.Actualmente buscamos personal para nuestras tiendas en Donostia-San Sebastián, con gusto por el trabajo cara al público y buena actitud comercial, con gran orientación a la consecución de objetivos.Nos gustaría que contaras con experiencia en venta directa y el trato con clientes, valorando haber trabajado en el sector de la telefonía móvil y/o estar acostumbrado a trabajar con objetivos de venta. También es necesario contar con un nivel medio de informática (correo electrónico, Excel, internet.) y buena habilidad comunicativa, pues serán tus principales herramientas de trabajo.Las principales funciones son:Atender a los clientes que acuden a nuestro punto de venta y darles a conocer los productos y servicios Vodafone que más se ajusten a sus necesidades, haciendo valer los beneficios y promociones.Tramitar las ventas de los productos contratados y realizar el seguimiento correspondiente.Mantener la tienda actualizada según las promociones vigentes en cada momento.Todas las relativas al buen funcionamiento del punto de venta.Te ofrecemos:Contrato inicial de 3 meses con posibilidad real de incorporación de forma indefinida según valía.Jornada de 36 horas semanales de Lunes a Sábados en turnos rotativos de mañana, tarde y partido.Salario fijo más importantes comisiones en función de ventas realizadas y consecución de objetivos, premiando tu esfuerzo mes a mes.Incorporación inmediata y formación por parte de la empresa de forma continúa.Incorporación a una empresa joven y dinámica, con posibilidades de desarrollo.Otros incentivos (descuentos, premios, promociones, etc.)","Donostia-San Sebastián, País Vasco / Euskadi, España",RED CHAIN,Intermedio,Jornada completa,"Servicios y tecnologías de la información ,Telecomunicaciones","Ventas,Tecnología de la información,Estrategia/planificación",2021-05-18 12:33:09,2021-05-18 12:00:00
linkedin,https://es.linkedin.com/jobs/view/ejecutivo-a-cuentas-health-remoto-presencial-at-social-you-s-l-2541746068,Ejecutivo/a Cuentas Health (remoto/presencial),"Nuestro cliente es una empresa de marketing y comunicación “healthcare”, con sede en Madrid, con una amplia experiencia en el sector farmacéutico y de salud, con orientación de servicio a sus clientes, desarrollando proyectos a medida de aplicaciones web, smartphones / tablets Apps, y nuevas tecnologías al servicio de la salud.El objetivo de sus proyectos es que sus clientes puedan ofrecer a sus stakeholders internos (red de ventas, MSLs, etc) y a los externos (KOLs, profesionales sanitarios, enfermeras, pacientes, farmacéuticos, etc), los programas más efectivos y las soluciones tecnológicas más innovadoras.Todo ello ayudando a sus clientes a comunicar de una forma diferente, tecnológica y medible, y cuidando al máximo el detalle, la simplicidad y la experiencia de usuario.Dentro de su plan de expansión, buscamos un  Account Manage  r que formará parte del equipo comercial y se encargará de desarrollo de negocio y de la gestión comercial de los clientes y proyectos bajo su responsabilidad.Rol y Tareas Trabajo en equipo (sinérgico) dentro del equipo comercial para optimizar la gestión de cuentas. Se trata de tener una visión de equipo y no tanto individual. Además de gestionar cuentas propias, colaborará en un equipo con objetivos comunes donde de forma constante se revisa la estrategia, las cargas de trabajo y la sinergia entre compañeros.  Desarrollo de negocio (especialmente en proyectos digitales) tanto en cuentas nuevas como en cuentas activas en base a un presupuesto anual establecido,  Elaboración de propuestas y de presupuestos.  Negociación con clientes.  Gestión y seguimiento de proyectos y clientes activos. Competencias Indispensables Experiencia demostrable como Account Manager: en el sector healthcare mínimo 4 años de experiencia. Será muy deseable experiencia en el desarrollo de negocio y gestión de proyectos digitales.  Inglés nivel avanzado  Nivel avanzado en herramientas de productividad: paquete Office (PPT, Word, Excel)“Don de gentes”: habilidades personales para poder tratar y trabajar proactivamente y generando sinergia positiva con personas de diferentes ámbitos (clientes, compañeros, proveedores, etc ..) Conocimiento y experiencia en la gestión integral del proceso comercial: desde la búsqueda de clientes, generación de oportunidades, preparación y presentación de propuestas, elaboración de presupuestos, gestión integral de proyectos, control de costes, alto grado de reactividad a las necesidades de los clientes, etc..  La planificación es una competencia crucial  Grandes competencias comunicativas orientadas al cliente, así como habilidades de negociación  Flexibilidad que le permita adaptarse a los cambios que surjan para gestionarlos adecuadamente.  Conocimiento en la preparación y presentación de concursos a clientes  Liderazgo Valorable Otros idiomas (sobre todo francés) Experiencia mínima de 4 años en puesto similar  Localización geográfica en Madrid  Conocimiento de herramientas para la gestión de proyectos (DevOps, SharePoint, etc …Ámbito De Actuación y Localización Es recomendable presencia geográfica en Madrid, donde están localizados la mayor parte de los clientes, aunque el trabajo se desarrollará en base a un modelo mixto presencial-teletrabajo.  Reporte directo a la Commercial Manager  Trabajo en equipo Retribución Salario fijo competitivo  Retribución variable en base a objetivos de negocio alcanzados  Formación constante en innovación  Formar parte de un equipo joven y con muy buen ambiente","Madrid, Comunidad de Madrid, España","Social You, S.L.",,Jornada completa,,,2021-05-18 12:29:17,2021-05-18 12:00:00
linkedin,https://es.linkedin.com/jobs/view/hardware-team-leader-at-hays-2548557029,Hardware Team Leader,"Buscamos un Hardware Team Leader para empresa en plena expansión ubicada en el Maresme (Barcelona).Como HW Team Leader ,y reportando a dirección, te encargaras de la gestión de un equipo de 3 ingenieros de HW gestionando los proyectos relacionados con los equipos de producción. Te encargarás de la gestión de proyectos tanto de clientes como internos derivados de la producción, de las tareas del equipo relacionadas con el mantenimiento técnico de producto (mantenimiento BOM equipos, mantenimiento de esquemas y manuales de montaje, homologación de componentes, definición de protocolos de test, implementación de plataformas de test automáticas, certificación de productos y resolución de bugs de HW y SW). Para un correcto desempeño, necesitarás aportar un mínimo de tres años de experiencia en un rol similar gestionando equipos. Deberás aportar conocimientos de electrónica de potencia y tener un nivel medio-alto de inglés (mínimo B2). Buscamos profesionales con dotes de liderazgo, que promuevan el trabajo en equipo, con iniciativa, creatividad y orientación al logro. Ofrecemos contrato indefinido en una empresa en plena expansión, con flexibilidad horaria (viernes intensivo) y un atractivo paquete retributivo. ","Mataró, Cataluña, España",Hays,Intermedio,Jornada completa,Manufactura eléctrica/electrónica,"Ingeniería,Diseño,Manufactura",2021-05-18 12:29:28,2021-05-18 12:00:00
linkedin,https://es.linkedin.com/jobs/view/senior-tech-recruiter-at-veepee-2555019100,Senior Tech Recruiter,"The vente-privee group has consolidated its various European brands, together made up of 6000 employees, under one unified conglomerate: Veepee. This coalescence marks a new chapter in its European history.With Privalia, vente-exclusive, Designer & Friends, Zlotewyprzedaze, Eboutic and vente-privee, Veepee achieved a 3.7 billion Euro turnover as of 2018. Present in 14 countries now, Veepee is taking a leading role in the European digital commerce landscape.Our 6000 employees have chosen a job at Veepee to spice up their daily lives! Our teams implement new technologies to fuel our strategies, offering our customers the best possible experience.Are you eager to learn? Veepee offers you a variety of trades to develop your career, enabling you to renew your skills constantly. Tech, logistics, sales, marketing, sales production: join us on an exciting, digital-centred journey.We are on the hunt to find our new full-cycle Tech Recruiter to help us building great teams all around Europe. As a strong business partner you will be joining an European team and driving hiring processes for various Tech profiles.Main responsibilitiesOwn the full candidate lifecycle from sourcing to closing, ensuring a smooth and positive candidate experienceHandle a high volume of open positions and candidates with the help our ATS (Lever)Become a real evangelist and immerse yourself within the technical teamDevelop and execute a sourcing strategy to build a strong pipeline of top candidatesDevelop and maintain strong relationships with hiring managers in order to anticipate needs and to help them building teams with serenityCreate and negotiate offers to help closing candidatesProfileStrong interest and understanding of business and technologies landscapeTech experience as an in-house recruiter preferredYou have an extensive experience using traditional and emerging platforms to identify, recruit, and close top level candidatesProven organizational skills to handle high volume of hiring as well as ownership on projectsFull professional English & spanish proficiency (a third european langage is a plus)Strong team player mindsetBelonging to Veepee, <vpTech/> is one of the biggest Tech community in Europe with more than 1000 IT collaborators around Europe.From Warsaw to Barcelona, through Lyon, Nantes, Lausanne, Tel Aviv, Brussels, Nice, Amsterdam and Paris, all our projects are developed in a functional environment with a wide skills variety where you’ll be sure to find your place, no matter the technology you want to work with.If you love to try things why don’t you jump on this new adventure?Need more info > https://careers.veepee.com/en/vptech/","Barcelona, Cataluña, España",Veepee,Algo de responsabilidad,Jornada completa,Internet,"Diseño,Arte/Creatividad",2021-05-18 12:28:36,2021-05-18 12:00:00
linkedin,https://es.linkedin.com/jobs/view/jefe-de-estudios-at-mom-culinary-institute-2548555437,JEFE DE ESTUDIOS,"MOM Culinary Institute es un nuevo centro de Formación Profesional especializado en la rama de Hostelería que abre sus puertas en Madrid en el curso 21/22. En este momento estamos buscando un Jefe de Estudios para incorporación inmediata. www.momculinary.comRequisitosMínimo 2 años de experiencia como Jefe de Estudios.En posesión del Master Universitario en Formación del Profesorado de Educación Secundaria Obligatoria, Bachillerato y FP, antiguo Certificado de Aptitud Pedagógica (CAP)ContactoInteresados enviar CV a info@momculinary.com, con la referencia; Oferta JEFE DE ESTUDIOS","Madrid, Comunidad de Madrid, España",MOM Culinary Institute,,Jornada completa,,,2021-05-18 12:27:44,2021-05-18 12:00:00
linkedin,https://es.linkedin.com/jobs/view/t%C3%A9cnico-a-loss-prevention-retail-at-mango-2544905441,Técnico/a Loss Prevention Retail,"Buscamos un/a Técnico/a Loss Prevention Retail para que se incorpore al equipo de Control de stocks de nuestra área de Finanzas.¿CÓMO ES NUESTRO EQUIPO?En Mango inspiramos y unimos mediante nuestra pasión por el estilo y la cultura. Estamos en 118 países y nuestra presencia online se extiende a más de 80 países. Nuestro equipo está formado por personas de 112 nacionalidades y en un 80% por mujeres.¿QUÉ HACE UN/A TÉCNICO/A LOSS PREVENTION EN MANGO?Te responsabilizarás de identificar y corregir los errores que puedan afectar a la precisión del stock en las tiendas Mango. Con el objetivo de minimizar la pérdida de stock en tienda, trabajarás para aportar nuevas soluciones que permitan un mayor control y una gestión eficiente del stock.FUNCIONES PRINCIPALES• Identificar causas de pérdidas y áreas de mejora en las tiendas para desarrollar e implementar acciones que minimicen las pérdidas. (Auditorías en tiendas, necesidades formativas, cumplimiento procedimientos Loss Prevention, actualización de normativa).• Planificar y hacer seguimiento de los inventarios parciales, recuentos de modelos específicos en tiendas. Implementar la tecnología RFID en los inventarios para mejorar la precisión y disponibilidad del stock en tienda.• Elaborar cierres de temporada tiendas propias y analizar KPIS de resultados de pérdida de stock para realizar visitas y/o acciones de seguimiento en las tiendas que tienen peores resultados.¿QUÉ ESPERAMOS DE TI?• Formación en Grado Superior en Administración, ADE.• Experiencia en gestión y operativas de tienda.• Imprescindible nivel alto de inglés. Valorable otros idiomas.• Conocimiento avanzado en Excel.• Disponibilidad para viajar.• Actitud positiva e implicación, proactividad, búsqueda de la excelencia, capacidad para aprender, compromiso, capacidad de adaptación, iniciativa, orientación al cliente, habilidades comunicativas y trabajo en equipo.¿QUÉ NOS HACE ESPECIALES?• Incorporación inmediata con contrato indefinido.• Formarás parte de una empresa líder en el sector de la moda, dinámica y en plena innovación.• Trabajarás con un gran equipo que va en la misma dirección para conseguir los mejores resultados.• Ambiente de trabajo cercano, inspirador y ambicioso.• 25% de descuento en todas nuestras líneas (Woman, Man, Kids, Accesorios y Home)• Market de muestrario para renovar tu armario dos veces al año• Transporte gratuito de empresa desde Barcelona y el Vallés.• Formación en idiomas, mindfulness y programas de desarrollo personal, entre otros.• Beneficios sociales y descuentos.• Mango Talks mensuales sobre transformación digital, moda y la actividad de nuestros equipos.• Jornada flexible e intensiva los viernes• Oportunidades constantes de desarrollo con retos muy variados que generan aprendizaje en el puesto de trabajo.• Gymforless• Servicio de fisioterapiaYou got it?We like you!","Barcelona, Cataluña, España",MANGO,Algo de responsabilidad,Jornada completa,Venta al por menor,"Gestión de productos,Estrategia/planificación,Finanzas",2021-05-19 07:00:34,2021-05-19 07:00:00
linkedin,https://es.linkedin.com/jobs/view/consultor-de-implementaci%C3%B3n-de-software-at-idrica-2541740919,Consultor de implementación de software,"En Idrica nos encontramos en búsqueda de un Implantador de Software.Buscamos técnicos con experiencia demostrada en la implantación de soluciones informáticas en clientes. Responsabilidades:- Participar en proyectos internacionales de distribución de software a grandes clientes.- Participar en proyectos de integración de datos y sistemas.- Soporte Técnico (Nivel 2) de los sistemas informáticos comercializados por la compañía.Formación:Formación relacionada con sector ITIdiomas: IMPRESCINDIBLE UN ALTO NIVEL DE INGLÉSRequisitos mínimos:· Experiencia avanzada en herramientas ETL, se valorará conocimientos específicos de Apache Nifi:Generación de flujos de transformación complejosProgramación y monitorización de los flujosAcceso a bases de datos relacionales SQL (PostgreSQL) y no-SQL (Cassandra, HDFS)Programación de procesadores personalizadosTrabajo con colas de mensajería (kafka principalmente)Consumo de microservicios y parseo de resultadosTrabajo con servidores SFTP y carpetas · Conocimientos de lenguajes de programación: java, groovy, Python, Ruby, etc. · Conocimientos en Bases de Datos:SQL: PostgreSQL, MySQLNo-SQL: Cassandra, HDFS, ClickHouse, ElasticSearch, MongoDBValorable:Conocimientos en Contenedores DockersConocimientos en Orquestadores de contenedores: Docker Swarm y KubernetesHerramientas de Monitorización: Kibana, GrafanaIntegración continua / despliegue (Jenkins, GitLab)","Valencia/València, Comunidad Valenciana / Comunitat Valenciana, España",Idrica,Intermedio,Jornada completa,Software,Tecnología de la información,2021-05-18 12:26:50,2021-05-18 12:00:00
