titulo;provincia;fecha_publicacion;descripcion;provinciaalternativa;fuentecontenido;idlocalidad;localidad;latitud;longitud;codigo_localidad;identificador;actualizacionmetadatos;enlace_al_contenido;posicion
Auxiliar administrativo comercial para Salamanca;Salamanca;2023-10-18;"<p>Empresa del sector educación / formación necesita incorporar un/a <strong>AUXILIAR ADMINISTRATIVO COMERCIAL</strong> para Salamanca.</p>
<p><strong>Funciones: </strong></p>
<ul>
<li>Comerciales de captación de alumnos, empresas y seguimiento de las mismas</li>
<li>Administrativas de elaboración de documentos según las normas de calidad establecidas</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Diplomatura</li>
<li>Carnet de conducir y disponer de vehículo</li>
<li>Persona comprometida con el trabajo bien hecho e iniciativa</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato temporal por obra y servicio</li>
<li>Jornada completa</li>
<li>Horario partido de 9:00 a 13:00 y de 17:00 de 21:00 horas</li>
<li>Remuneración según convenio</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://tutrabajo.org' target='_blank'>https://tutrabajo.org</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://tutrabajo.org/ofertas/veroferta/109619' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100170' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298323669;Salamanca;40.9650951373;-5.66404069586;37;1285324823075;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324823075/Empleo;40.96509513636588, -5.66404069586
Responsable de calidad y producción para Guijuelo (Salamanca);Salamanca;2023-10-18;"<p><em>Productos ibéricos Calderón y Ramos SL</em> selecciona un/a <strong>RESPONSABLE DE CALIDAD Y PRODUCCIÓN</strong> para su planta de fundición de grasas ubicada en Guijuelo (Salamanca).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Control de los procesos de producción de las plantas de fundición</li>
<li>Control de entradas materias primas, y de producto elaborado</li>
<li>Gestión y resolución de no conformidades</li>
<li>Gestión y supervisión de suministros. Homologación proveedores</li>
<li>Control de calidad de los productos y análisis de laboratorio</li>
<li>Gestión sistema de trazabilidad</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Licenciatura rama técnica, química o similar</li>
<li>Experiencia mínima de al menos 3 años </li>
<li>Formación en ISO 9001/ experiencia/ asistente en auditorias externas y/o cliente</li>
<li>Formación en normas de seguridad e higiene alimentaria</li>
<li>Inglés intermedio alto</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato de 6 meses+ indefinido</li>
<li>Jornada completa</li>
<li>Salario: 30.000euros - 33.000euros Bruto/año</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/guijuelo/responsable-calidad-produccion-planta-fundicion-grasas./of-i2b0165dd234916a09d6f48c6215998?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100267' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298254513;Guijuelo;40.560574;-5.676764;37;1285324822820;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822820/Empleo;40.56057399906784, -5.676764000000001
Jefe/a de Oficina Técnica (ferroviario) para Palencia;Palencia;2023-10-18;"<p><em>LHH Recruitment Solutions</em> selecciona un/a <strong>JEFE/A DE OFICINA TÉCNICA - AT FERROVIARIO</strong> para proyecto de ferroviario de gran dimensión ubicado en Palencia.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Supervisión de las soluciones técnicas de la obra</li>
<li>Realización de informes, seguimiento del Plan de obra, seguimiento presupuestario</li>
<li>Responsable del correcto archivo de los planos válidos para construir y del archivo de la documentación técnica y económica generada en la obra, para la elaboración de informes mensuales, finales y el proyecto de liquidación y el AS BUILT</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Ingeniería Técnica de Obras Públicas</li>
<li>Experiencia superior a siete años en trabajos de ejecución y control de obras ferroviarias</li>
<li>Informática: Office, AutoCAD, Presto</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido</li>
<li>Jornada completa</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/palencia/jefe-oficina-tecnica-a.t-ferroviario/of-i5bd19f38c54713bdadf19fbadc7a5d?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100279' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298103860;Palencia;42.01112;-4.532032;34;1285324822792;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822792/Empleo;42.01111999906173, -4.532032000000001
Pintor/a chapista de vehículos para Zamora;Zamora;2023-10-18;"<p><em>Seauto</em> necesita incorporar un/a <strong>CHAPISTA PINTOR/A DE VEHÍCULOS</strong> para su concesionario oficial Seat y Cupra en Zamora.</p>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Ciclo Formativo Grado Medio</li>
<li>Experiencia mínima de al menos 4 años en el puesto</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido</li>
<li>Jornada completa</li>
<li>Horario intensivo de mañana</li>
<li>Salario 1.400euros Bruto/mes</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/zamora/pintor-vehiculos/of-i144fe254c541d58c44215ec91a60bd?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100274' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179469491795;Zamora;41.507324;-5.745313;49;1285324822764;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822764/Empleo;41.507323999063566, -5.745313000000001
6 Peones de alimentación para Santibáñez de la Peña (Palencia);Palencia;2023-10-18;"<p><em>Randstad</em> selecciona <strong>6 PEONES/AS DE ALIMENTACIÓN</strong> para reconocida empresa del sector ubicada en Santibáñez de la Peña (Palencia).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Formar parte de la cadena de producción de varios productos alimenticios</li>
<li>Tareas de producción , envasado y etiquetado</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Educación Secundaria Obligatoria</li>
<li>Experiencia mínima de al menos 1 año en cadena de producción</li>
<li>Residencia próxima a la zona de Guardo</li>
<li>Carnet de conducir y posibilidad de desplazarse</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato de duración determinada con posible incorporación a la empresa</li>
<li>Jornada completa</li>
<li>Horario de lunes a viernes en turno de mañana y tarde</li>
<li>Salario según convenio</li>
<li>Buen clima laboral</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infojobs.net' target='_blank'>https://www.infojobs.net</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infojobs.net/santibanez-de-la-pena/peon-peona-alimentacion/of-i1d93ae65b94cb2941229564dd6bb53?applicationOrigin=search-new&page=1&sortBy=PUBLICATION_DATE' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100280' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298123361;Santibáñez de la Peña;42.809864;-4.730016;34;1285324822557;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822557/Empleo;42.809863999059395, -4.730016
Auxiliar de limpieza para Pineda de la Sierra (Burgos);Burgos;2023-10-18;"<p><em>Sprintem</em> selecciona <strong>AUXILIAR DE LIMPIEZA</strong> para Pineda de la Sierra (Burgos).</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Labores de limpieza en los albergues.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Título de Graduado en E.S.O.</li>
<li>Incorporación inmediata.</li>
<li>Carnet de conducir B.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato eventual por circunstancias de la producción.</li>
<li>Jornada completa.</li>
<li>Manutención y alojamiento.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://tutrabajo.org/' target='_blank'>https://tutrabajo.org/</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://tutrabajo.org/ofertas/veroferta/109649' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100232' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297581044;Pineda de la Sierra;42.215816;-3.2970378;09;1285324822313;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822313/Empleo;42.215815999061064, -3.2970378
Técnico/a de mantenimiento para Burgos;Burgos;2023-10-18;"<p><em>Red Hospitalaria Recoletas, A.I.E.</em> selecciona <strong>TÉCNICO/A DE MANTENIMIENTO </strong>para Burgos.</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Realizar el mantenimiento preventivo y correctivo de las instalaciones eléctricas del centro.</li>
<li>Reparación de las averías.</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Título de formación profesional de grado superior.</li>
<li>Experiencia de al menos 1 año.</li>
<li>Imprescindible provincia puesto vacante.</li>
<li>Imprescindible vehículo propio.</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato indefinido.</li>
<li>Jornada completa.</li>
<li>Horario: rotativo.</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://tutrabajo.org/' target='_blank'>https://tutrabajo.org/</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://tutrabajo.org/ofertas/veroferta/109640' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100234' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285324822170;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822170/Empleo;42.340823556560686, -3.702058690830001
Dependiente/a carnicería para Salamanca;Salamanca;2023-10-18;"<p><em>Adecco</em> selecciona un/a <strong>DEPENDIENTE/A DE CARNICERÍA</strong> para carnicería ubicada en Salamanca</p>
<p><strong>Funciones:</strong></p>
<ul>
<li>Atención al público</li>
<li>Despacho de productos cárnicos, manejo de cuchillos</li>
<li>Montaje de mostradores y colocación de productos</li>
<li>Limpieza de tienda</li>
</ul>
<p><strong>Requisitos:</strong></p>
<ul>
<li>Formación relacionada con el sector cárnico</li>
<li>Experiencia previa de al menos 3 años en puesto</li>
<li>Habilidad en el manejo de cuchillo</li>
<li>Persona comprometida, responsable y con ganas de aprender</li>
</ul>
<p><strong>Se ofrece:</strong></p>
<ul>
<li>Contrato directo con la empresa</li>
<li>Jornada completa</li>
<li>Horario a turnos rotativos, posibilidad de jornada partida o continua de lunes a domingo</li>
<li>Formación inicial para adquirir destreza con el despacho y manejo de cuchillos. Te enseñarán todo lo necesario para el despiece</li>
<li>Salario 18.000euros Brutos/anuales</li>
</ul>
<p><strong>Para solicitar:</strong></p>
<ul>
<li>En el enlace adjunto se puede acceder a la solicitud para el puesto. <strong>Se recuerda que, para poder presentar su candidatura, debe estar inscrito en el portal de empleo que publica la oferta.</strong></li>
</ul><p><strong>Información obtenida de: </strong>Internet/Prensa. <a href='https://www.infoempleo.com' target='_blank'>https://www.infoempleo.com</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://www.infoempleo.com/ofertasdetrabajo/dependientea-carniceria-1bae2631/salamanca/2990982/' target='_blank'>Más información e inscripción a la oferta</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-INTERNET-PRENSA/100271' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";;Internet / Prensa;1179298323669;Salamanca;40.9650951373;-5.66404069586;37;1285324822055;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324822055/Empleo;40.96509513636588, -5.66404069586
Nurses Elderly Care Sector (Países Bajos);Otra;2023-10-18;"<p style='text-align: justify;'><strong>Job description:</strong><br />As a nurse in Elderly care, you will play an essential role in the lives of residents/clients. <br />You will create a warm and safe living environment, provide tailored medical and nursing care, and encourage the independence and well-being of the Elderly. You are an indispensable part of the team and contribute to improving the quality of life of residents/clients.</p>
<p style='text-align: justify;'><strong>Requirements:</strong></p>
<ul>
<li>You have completed a nursing degree. (EQF 4)</li>
<li>You are a self-sufficient colleague with a strong sense of responsibility.</li>
<li>You are someone who naturally does not take over everything, but instead encourages the residents/clients.</li>
<li>You are easy-going and able to give and receive feedback from both colleagues and family members. Furthermore, you are communicatively skilled.</li>
</ul><p><strong>Información obtenida de: </strong>EURES. <a href='http://www.sepe.es/redEURES' target='_blank'>http://www.sepe.es/redEURES</a></p><p><strong>Enlaces relacionados:</strong><ul><li><a href='https://servicios3.jcyl.es/enbo/siau/contenido/VlVOWlIrVDJ0emxZa0xUVlVCU3hHMGltNDZiZlQxem1ncGxFTWlYS2xKRT0%3D' target='_blank'>Información completa.</a></li></ul></p><p>Información procedente de: <a href='https://servicios3.jcyl.es/enbo/siau/webapp/boletinEmpleoCyL/boletin/Ym9UYkdzc2JRZlNVRkhHUFYrS2dicUVrZ3RVWDh1ZzRNQ0d5clo5UWZCUT0%3D/EMPLEO-EURES/100148' target='_blank'><strong>Boletín de Empleo de Castilla y León (Ecyl)</strong>.</a></p>";Europa;Red EURES;;;;;;1285324821939;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324821939/Empleo;
INSTALADORES-REPARADORES DE LÍNEAS ELÉCTRICAS DE ALTA TENSIÓN;Palencia;2023-10-18;"<p>Lugar de trabajo Villamuriel de Cerrato (Palencia)
Se ofrece contrato de trabajo laboral indefinido jornada completa
Curso básico de prevención de riesgos laborales, curso habilitado para trabajar en alta tensión.
Carnet de conducir Clase B
Funciones: realización de trabajos diversos en tensión en líneas de 13,2 KV y 45 KV
Las principales tareas serán la adecuación de avifauna de apoyos y montaje de interruptores OCRs, sustitución de apoyos, crucetas, aislamientos, etc.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320639'>Oficina Virtual</a></p>";;ECYL;1179298140262;Villamuriel de Cerrato;41.94817;-4.515395;34;1285324809845;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324809845/Empleo;41.94816999906196, -4.515395000000001
ENCARGADOS O CAPATACES AGRÍCOLAS, EXCEPTO EN HUERTAS, INVERNADEROS, VIVEROS Y JARDINES;Valladolid;2023-10-18;"<p>Se precisa tractorista manipulador agricola, se valorará experiencia como encargado. Necesario conocimientos del campo y sus cultivos, preparación parcelas, abonados, siembra.....
Necesario carnet B y carnet de aplicador de plagicidas.
interesados vincularse atraves del aweb y para más información en la oficina de empleo de Iscar en el 983611747.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320617'>Oficina Virtual</a></p>";;ECYL;1179469271961;Pedrajas de San Esteban;41.34258;-4.582621;47;1285324766212;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324766212/Empleo;41.342579999064256, -4.5826210000000005
INSTALADORES ELECTRICISTAS DE EDIFICIOS Y VIVIENDAS;León;2023-10-18;<p>OFERTA 18943. INSTALADOR ELECTRICISTA con experiencia. Contrato 1 año jornada completa.Necesario vehiculo. Interesados/as llamar Oficina Empleo León Centro (Ofertas) Tfno. 987 249530.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=319861'>Oficina Virtual</a></p>;;ECYL;1179297860755;León;42.59873;-5.5670958;24;1285324766110;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324766110/Empleo;42.59872999905995, -5.5670958
PEONES AGRÍCOLAS, EN GENERAL;Zamora;2023-10-18;<p>Llamar tfno: 649952197</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320594'>Oficina Virtual</a></p>;;ECYL;1179469395087;Melgar de Tera;41.96602;-6.014331;49;1285324696644;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324696644/Empleo;41.966019999061885, -6.014330999999999
PASTELEROS;León;2023-10-18;<p>OFICIAL DE CONFITERÍA. Contrato indefinido jornada completa. Interesados llamar Oficina Empleo León Centro (Ofertas) Tfno 987 249530.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320596'>Oficina Virtual</a></p>;;ECYL;1179297925340;San Andrés del Rabanedo;42.611267;-5.617545;24;1285324696306;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324696306/Empleo;42.61126699905991, -5.617544999999999
DEPENDIENTES DE CARNICERÍA Y/O CHARCUTERÍA;Burgos;2023-10-18;<p>SE NECESITA CUBRIR 1 PUESTO DE AYUDANTE DE DEPENDIENTE DE CARNICERÍA CON 5 AÑOS DE EXPERIENCIA PARA DESPACHO DE PRODUCTOS DE CARNICERÍA A LA CLIENTELA. OFRECEN CONTRATO INIDEFINIDO,JORNADA COMPLETA,DE LUNES A SÁBADO, HORARIO POR DETERMINAR Y SALARIO SEGÚN CONVENIO. SI ESTA INTERESAD@ EN LA OFERTA ENVIE UN EMAIL A ecylcalzadas@jcyl.es(INTERESAD@ OFERTA AYTE.DEPENDIENTE DE CARNICERÍA_19666) INDICANDO SU NOMBRE,APELLIDOS Y NÚMERO DNI/NIE. SOLO SE ATENDERÁN LAS CANDIDATURAS DE LAS PERSONAS INSCRITAS COMO DESEMPLEADAS Y EN LA OCUPACIÓN SOLICITADA. LÍMITE DE ACEPTACIÓN DE CANDIDATURAS: 24 HORAS DEL DÍA 27/10/2023. MUCHAS GRACIAS.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320584'>Oficina Virtual</a></p>;;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285324637049;2023-10-18;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324637049/Empleo;42.340823556560686, -3.702058690830001
CUIDADORES DE PERSONAS CON DISCAPACIDAD Y/O DEPENDENCIA, EN INSTITUCIONES;Zamora;2023-10-17;"<p>Oferta Nº 19645 de GEROCULTOR para Residencia en VILLARDECIERVOS (ZAMORA). Para participar en la selección debe enviar el Curriculum Vitae al correo electrónico ecyldoctorfleming.ofertas@jcyl.es indicando en el asunto el número de oferta.
Contrato TEMPORAL, jornada COMPLETA. 
Requisitos: Certificado de profesionalidad. 
Funciones: Las propias del puesto de gerocultor/a.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320563'>Oficina Virtual</a></p>";;ECYL;1179469487216;Villardeciervos;41.94216;-6.280655;49;1285324430597;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324430597/Empleo;41.94215999906197, -6.280654999999999
TERAPEUTAS OCUPACIONALES;Valladolid;2023-10-17;<p>TERAPEUTA OCUPACIONAL para Residencias de mayores ubicada en Valladolid capital. Contrato indefinido de 25 horas semanales. Horario: de Lunes a Viernes (una semana en horario de mañana de 9:00 a 14:00 h y otra en horario de tarde de 16:00 a 21:00 h mas un fin de semana de cada tres). Interesados vincularse a través de la oficina virtual en el número de oferta 08/2023/19635 o llamando a la oficina de empleo San Pablo. Tlf: 983 25 98 54 - Opciópn 2.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320553'>Oficina Virtual</a></p>;;ECYL;1179469311668;Valladolid;41.652252;-4.724532;47;1285324379229;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324379229/Empleo;41.65225199906301, -4.724532000000001
DEPENDIENTES DE PESCADERÍA;Burgos;2023-10-17;"<p>PUESTO SOLICITADO: Dependiente pescadería.
LOCALIDAD: Burgos.
REQUISITOS: Experiencia mínimo de 12 meses.
SE OFRECE: Contrato fijo discontinuo; 24 horas semanales.</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320528'>Oficina Virtual</a></p>";;ECYL;1179297447246;Burgos;42.3408235575;-3.70205869083;09;1285324324970;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324324970/Empleo;42.340823556560686, -3.702058690830001
EMPLEADOS ADMINISTRATIVOS DE CONTABILIDAD, EN GENERAL;León;2023-10-16;"<p>SE NECESITA CUBRIR 1 PUESTO DE ADMINISTRATIVO/A CONTABLE 
REQUISITOS: 
Contar con una Diplomatura en Ciencias Empresariales o Grado en Administración y Dirección de Empresas, o equivalente.
Experiencia mínima de al menos 3 años en puestos contables
Manejo nivel usuario de herramientas ofimáticas (Excel y Word) y aplicaciones contables
SE OFRECE:
Contrato Indefinido a Jornada Completa
FUNCIONES: 
Introducción de asientos contables y elaboración de estados contables e informes.
Elaboración de la contabilidad analítica
Preparación de documentación necesaria para justificación de líneas de financiación.
Relación con proveedores y usuarios.
Emisión de facturas y recepción de documentación de entidades públicas y privadas
Gestión de pagos y cobros. Control presupuestario. Gestión de tesorería.
Cumplimiento de obligaciones fiscales.
Apoyo en el tratamiento administrativo de las tareas relacionadas con la formación.
INTERESAD@S EN OFERTA CONTACTAR CON O.E BEMBIBRE TLF 987 511 461, HORARIO DE 9:00 A 14:00 H</p><p>Para más información acuda a <a href='http://empleocastillayleon.jcyl.es/oficinavirtual/buscoEmpleoPub.do?srvc=ver&scope=reg&cod=320424'>Oficina Virtual</a></p>";;ECYL;1179297840872;Folgoso de la Ribera;42.643845;-6.32007;24;1285324029063;2023-10-17;https://empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/OfertasEmpleo/1285324029063/Empleo;42.64384499905982, -6.320069999999999
